0.000000000000000000e+00 2.906504198076398211e+02 3.535533905932737309e-01 2.906504198076397643e+02
2.357024902755394002e+00 1.934147898078050218e+02 2.710146943204026826e+00 1.933330168872883235e+02
4.027203633610957567e+00 1.449386139724583131e+02 4.379171993678972363e+00 1.447914431233205619e+02
5.321879618178559035e+00 1.159000482820299140e+02 5.672076493745248804e+00 1.156940014486830819e+02
6.379362875994058157e+00 9.656197419942351701e+01 6.727216835921302263e+00 9.630029996212530818e+01
7.273316967235202490e+00 8.276032530441531776e+01 7.618281213910116811e+00 8.244487120402898483e+01
8.047666913290310475e+00 7.241600947571272684e+01 8.389209270858140499e+00 7.204792248363698093e+01
8.730724252925421425e+00 6.437513479755813250e+01 9.068321901000585328e+00 6.395517214837551023e+01
9.341809109300649894e+00 5.794588801570857584e+01 9.674945541449012865e+00 5.747457245005965376e+01
9.894695731222585167e+00 5.268828235674832428e+01 1.022285887104172986e+01 5.216598672842289375e+01
1.039955094690729354e+01 4.830913114593916902e+01 1.072223191538856746e+01 4.773612774433127015e+01
1.086409332718867304e+01 4.460553763498888458e+01 1.118078559954452089e+01 4.398202852313958289e+01
1.129432119251876543e+01 4.143262209346688252e+01 1.160451999963595959e+01 4.075875860420958219e+01
1.169498863926911092e+01 3.868416842852727910e+01 1.199819052914192952e+01 3.796006415885333496e+01
1.206992751303746481e+01 3.628053319043842606e+01 1.236563002042103498e+01 3.550627293427371001e+01
1.242227152831329740e+01 3.416082512177598574e+01 1.270997291972872567e+01 3.333647117597704579e+01
1.275461619609371233e+01 3.227769271241540849e+01 1.303381526861774020e+01 3.140328943230082359e+01
1.306913542097862724e+01 3.059375905314449895e+01 1.333933134028648482e+01 2.966933621050337777e+01
1.336766814058821673e+01 2.907912677923471634e+01 1.362836030817369881e+01 2.810470208267042835e+01
1.365178379352887994e+01 2.770959624972494950e+01 1.390247173599328789e+01 2.668517726704592619e+01
1.392283253287208211e+01 2.646537000586509691e+01 1.416301580817035166e+01 2.539095565169061075e+01
1.418198426633982123e+01 2.533009528110632402e+01 1.441116238323216869e+01 2.420567698370789955e+01
1.443025937654778978e+01 2.429014595372811769e+01 1.464793172445986613e+01 2.311570858113371685e+01
1.466855316153125344e+01 2.333407701671217183e+01 1.487421894875273232e+01 2.210959962012157831e+01
1.489765547768848997e+01 2.245220494679190892e+01 1.509081367626237480e+01 2.117766136382332220e+01
1.511826667220854858e+01 2.163628135731319091e+01 1.529841596829863626e+01 2.031164070634948970e+01
1.533101061517107944e+01 2.087923661397297792e+01 1.549764936393396120e+01 1.950446370314898914e+01
1.553644544307388919e+01 2.017497650559058897e+01 1.568907162727263760e+01 1.875003217427681079e+01
1.573507247731331837e+01 1.951821968196035328e+01 1.587318366906997724e+01 1.804306108853425883e+01
1.592734368402061307e+01 1.890436640924744083e+01 1.605043700922690775e+01 1.737894727584129484e+01
1.611366794402709601e+01 1.832939206404307697e+01 1.622124004900860683e+01 1.675366288627247968e+01
1.629441635967806690e+01 1.778975995139068900e+01 1.638596337985289608e+01 1.616366817974535408e+01
1.646992676827709801e+01 1.728234953078871428e+01 1.654494429845863124e+01 1.560583972918977658e+01
1.664050760053187261e+01 1.680439694310024024e+01 1.669849066676720639e+01 1.507741092830059770e+01
1.680644119594022712e+01 1.635344544991426474e+01 1.684688422863340307e+01 1.457592241563523849e+01
1.696798666302696290e+01 1.592730391544032997e+01 1.699038347125076598e+01 1.409918054367738982e+01
1.712538235820026955e+01 1.552401184212493312e+01 1.712922610506850418e+01 1.364522240397870689e+01
1.727884804271526420e+01 1.514180977832690367e+01 1.726363122171799702e+01 1.321228622621573301e+01
1.742858676390952155e+01 1.477911423323422646e+01 1.739380117613135468e+01 1.279878628610139657e+01
1.757478650937386533e+01 1.443449612787612679e+01 1.751992324154621983e+01 1.240329135069718980e+01
1.771762165667600186e+01 1.410666244681420700e+01 1.764217105998428892e+01 1.202450632544142550e+01
1.785725425358509355e+01 1.379444041603218274e+01 1.776070592320565211e+01 1.166125642825168995e+01
1.799383515291349056e+01 1.349676380358858019e+01 1.787567790828175518e+01 1.131247348726908974e+01
1.812750501758903710e+01 1.321266109288069046e+01 1.798722688330351716e+01 1.097718411195882027e+01
1.825839521603809246e+01 1.294124518185399175e+01 1.809548340340677441e+01 1.065449939078254360e+01
1.838662862124206754e+01 1.268170438780446219e+01 1.820056951051500960e+01 1.034360589467256197e+01
1.851232032561806307e+01 1.243329458854617009e+01 1.830259944880873846e+01 1.004375781778852428e+01
1.863557828186263166e+01 1.219533232495505359e+01 1.840168030619932793e+01 9.754270079829652218e+00
1.875650387918123485e+01 1.196718872522755284e+01 1.849791259120275910e+01 9.474512250355740406e+00
1.887519246243052962e+01 1.174828414808678545e+01 1.859139075269577290e+01 9.203903192576332160e+00
1.899173380089464658e+01 1.153808343907092748e+01 1.868220364933229405e+01 8.941906320416199705e+00
1.910621251143870936e+01 1.133609174181677304e+01 1.877043497334046762e+01 8.688025410888881694e+00
1.921870844308475768e+01 1.114185075666136271e+01 1.885616363575482879e+01 8.441800864091364431e+00
1.932929702690732654e+01 1.095493539374774805e+01 1.893946411699218402e+01 8.202806357930029435e+00
1.943804959208755534e+01 1.077495082731265619e+01 1.902040678358468995e+01 7.970645904258850223e+00
1.954503365616210431e+01 1.060152981494291780e+01 1.909905817913254111e+01 7.744951170124808826e+00
1.965031318816645722e+01 1.043433033223589312e+01 1.917548128818762621e+01 7.525379114742672293e+00
1.975394885106415543e+01 1.027303341313255203e+01 1.924973577945608483e+01 7.311609832297508049e+00
1.985599822194822295e+01 1.011734123701292987e+01 1.932187822676332445e+01 7.103344641713371210e+00
1.995651599547265675e+01 9.966975379588632222e+00 1.939196231326850395e+01 6.900304340495533317e+00
2.005555416957633952e+01 9.821675250839735583e+00 1.946003901805026715e+01 6.702227645678750179e+00
2.015316221702103405e+01 9.681196667729231820e+00 1.952615678853540970e+01 6.508869769694084262e+00
2.024938724287257941e+01 9.545310571955656798e+00 1.959036169885764522e+01 6.320001141636590880e+00
2.034427413027494680e+01 9.413801856172662852e+00 1.965269759655801352e+01 6.135406237130924367e+00
